Review,Rating
"n't expect positive reasonably priced room sort clean breakfast good walk space needle not bad expect panhandlers, negative parking garage ridiculously tiny car damaged trying parking space, hardly blame spaces small garage overcrowded did charge 4.50 day parking, neighborhood hotel not good street parking bad alternative, room faced aurora avenue noise deafening changed rooms hotel lost view space needle gained ability speak room, false alarms day stay caused file street annoying say concerning real no pay attention false alarms, review tried connect internet phone line problems eventually led crash laptop advice not try access internet hotel using phone line problem using dialup connection, not stay just hassles, looking cheap deal place expectations low not disappointed,  ",2
"good bad cockroach husband family stayed caribe club princess november 14 2008 november 21 2008. adult ages 24-27 kids 2 7.we booked vacation thinking hotel fact 4 star represented sunwing vacations, disappointed discover hotel fact not rated star hotel following reasons, commence arrived hotel told rooms not ready fine no problem completely understand takes time order rooms cleaned, told return lobby desk 3pm, 3pm returned lobby desk told yes rooms ready floor, advised couples like stay floor specifically requested 2nd 3rd floor room couple travelled small children didn__Ç_é_ want stay floor fear having children open sliding doors walking, awaiting accommodated 2nd 3rd floor witnessed complaint couple staying tropical princess room broken sliding door, located floor room, went talk lobby reception advised offer room floor saturday day floor, point lady came advised gentleman dealing spanish not offer rooms rooms, gentleman lady disappeared came told room second floor.at point happy know finally room, arrived rooms discovered placed tropical princess resort fact booked caribe club princess, not big issue considering fact paid money stay caribe club princess disappointed, expressed concerns manager client relations advised moment rooms available, agreed stay rooms following day told available caribe club princess, couple travelling went room went, scanned card let room discovered naked ladies room assigned, didn__Ç_é_ speak word english luckily manager premises advised reception issued key room assigned, unacceptable behavior great security risk hotel doesn__Ç_é_ know rooms allotting people, point frustrated not dream vacation envisioned, went reception friend advised trouble, rooms unable explain mistake giving else__Ç_é_ room key happened place, rooms assigned tropical princess utterly disgusting outdated balcony door lock broken door lock tampered, point did not feel safe hotel told night place caribe club princess side.the day thankfully promised moved rooms caribe club princess started feel vacation going good, not happened all.on tuesday november 18 2008 reservation mamma mia italian restaurant dinner couple travelling, arrived restaurant going ordered appetizers, husband order calamari husband ordered bruschetta, appetizers delivered saw husband staring plate, disbelief plate cockroach, not believe seeing, staying 4 star hotel husband delivered bruschetta cockroach, not cockroach dead legs air appeared cooked cheese plate, point lost appetite got left restaurant, called server door advised happened, happened huge scene didn__Ç_é_ want disgust patrons restaurant, point went buffet fruit starving, buffet little greeted foods services manager milton chef mamma mia restaurant apologized, offered complimentary dinner el pescador la cava worries, advised think let know day, day having breakfast milton approached asked decision advised el pescador night, night went el pescador dining hotel not seen cockroach, didn__Ç_é_ eat disgusted rest stay needless say not able eat normally rest week.on thursday november 20th approached concierge lady advising hotel told incident hotel wanted offer dinner compensation happened advised dinner previous night no way did feel compensated happened nor able enjoy meals, asked consider advised accepted offer sign release form basically stated dinner compensation cockroach plate food not make claim hotel management tour operator situation occurred, advised not signing release form felt including tour operator aware type food served people hotel, not happy this.needless say friday morning came happy leaving hotel time upset spend money going hotel rated stars serving cockroaches food.we disappointed happened time supposed resting vacation visit princess resort.hope review helps realize not sanitary place,  ",2
"not seasons experience disappointed stay seasons not standard expected considering price paid room hotel club not surprised.the receptionists staff helpful friendly plus, breakfasts good.on downside room small choice movies poor swimming pool area dated not positioned good place right flyover, evening meals taken room dried not great standard vegetarian options restaurant not brilliant.despite reviewers saying comfortable beds partner prefer beds little harder trouble sleeping nights lost beds pillows, bed board added did not help grateful offer,  ",3
"hotel staff rips visitor car driver rentals hotel staff negotiation quote 150 day car driver.driver paid 75 excessive recommendation fee n't think hotel pleasant safe quiet location buffet breakfast nice beds boards tad musty stairs inadequate bed reading lights, older european guests,  ",2
"charming quiet wife wanted small non-corporate hotel quiet clean friendly located safe convenient area, hotel varenne exceeded expectations, half block rodin museum doors fine breads pastries small grocery, jean-marc pommier personal welcome arrived appreciated staff friendly helpful, room outstanding, definitely stay trip recommend hotel varenne friends,  ",5
"facilities, gone, again.beautiful location lot little problems transformed staying bad experience, closed restaurant august not apprecciated, payed 516 dollar room rack rate 460 dollars,  ",2
"watch bait-and-switch room rates, rooms acceptable, having restaurant bar attached hotel helpful, booked rooms hotels thankfully printed email confirmations showing rates.since initially no doubles available reserved single queen rollaway bed order sisters share room, arrived room queen beds cancelled rollaway.when checked management version rates 30 higher night room, certainly understand days multiple coupons memberships discounts misunderstanding occur, issue email printout took minutes convince fairly hostile desk adjust final bill.after returned home checked visa addition room charges single 34 charge, turns never-seen never-used rollaway, having lengthy discussion long-distance phone called visa disputed charge.ok hotel bad management,  ",2
"punta cana yes bavaro princess no way, story exactly travelers described previously, husband children ages 8 7 traveled bavaro princess new york metro area february winter break, hoping best spite negative reviews read previously, n't expecting haute cuisine figured called star resort food decent, knew things going bad arrived tried book platinum package told sold, told did n't care upgraded room simply wanted pay extra premium liquor ability make dinner reservations advance write review screwed reservation place, reservation opens 8 a.m. 9:30 a.m. early reservation times crappy restaurants gone, thing opened dinner 10 p.m. stand line unless platinum package, told sold platinum package period, arrived room supposed ready, filthy bed cot sitting middle livingroom, hour arrived remove cot service not strength resort, went shower entire faucet shower come hand, no shower ready dinner afternoon traveling, took hour fix.the buffets including hispanola largest buffet chopin essentually eat dinner day arrive reservations gone buffet beach el gaucho awful awful awful, mc princess sued mcdonalds trying imply serving hamburgers hot dogs, thing edible places pizza surprisingly good did n't ridiculous things like corn cut hot dogs, husband admit snobbish new yorkers comes food dining honestly came expectation food just decent edible, ala carte restaurants rank order:1. sakura- crappy- says japanese actually chinese disgusting sushi try serve beginning, like chinese wo n't mind place.2, el gaucho- better sizzler not close outback let decent steak house.3, bella pasta- makes olive garden look good, finally realized people thought place good people exposure italian food olive garden, kids ate pizza husband room hurling brains seafood place night brings to4, el pescador- make grilled lobster tails taste like mushy tastless garbage know, red lobster seam like finest seafood place eaten, fact tuna look good place, nothing good not dessert.besides food tasting terrible sick, 8 year old son sick second night violent vomiting followed violent diahrea, husband violent vomiting day, not lucky, day stomach cramps not away entire vacation, thought youngest daughter diabetic careful diet going away unscathed, day began running fever ill day home.i enjoyed people met did not europeans rude exceptions- person wrote russians cell phones true, loud conversations russians, say russians friendly nice, second incident not allow cloud judgement entire nation people rude nebbish little balding frenchmen tried cut reservation line morning, pretty upset mood know family food poisoned thing started yelling rude little man line, pretended not understand english people line yelled, took man hotel making reservations make line.i n't want end review negative note end saying punta cana spectacular, beaches absolutely amazing pristine clean, dominican people nice worked hard, tipped bartenders maid people restaurants gave good service regardless food, did not people tipping, just wrong, people work hard, favorite people need mention ruben melvin work pool bar, best strong drink smile.bottom line princess not free research better place return punta cana,  ",1
"noise big problem booked hotel relaxing weekend madrid following excellent reviews read tripadvisor, impression not star hotel room quite small poorly fitted disappointing, room rear hotel view dark depressing courtyard, no concierge service mistake asking restaurant recommendation desk, leave recommended establishment ordering food basement bar harsh lighting rude waiter, worst stay unbelievable noise room, hotel big noise problem not outside, rooms wooden floors separated paper walls problem exacerbated marble floors hallway, staff obviously used complaints noise accommodating moving floor room soon available, improvement noisy, plus points excellent location friendly staff n't fooled thinking going star experience felt star rating appropriate,  ",2
"fabulous partner just returned stay hotel best holiday, hotel service staff absolutely fantastic, food excellent not expensive hotel, golf course absolutely breath taking views sea famous tanalot temple, pool hotel good relaxing, highly recommend hotel wanting relaxing breath taking holiday,  ",5
"loved second time, stayed dorsette olympic hotel march thought great hotel overall.i went hong kong month stayed olympic loved place, great place stay, priced extremely reasonably affordable, 3 malls, great dimsum place accross street, nice little shops area, little hole wall restaurants great cheap clean food, 2 blocks away subway station, ask pros location price cleanliness customer service promptness design conviniencecons little small, bathroom perfest 250lbs.i stay year,  ",5
"bumped hotel sister property hotel saint louis overbooked not accomodate, night marie antoinette demanded moved booked place dump.my room dark dirty dated, windows did not close properly allowing enjoy constant hum hvac units roofs, bathroom complete trainwreck, dirty toilet appeared 40 years old looked like payphone wall broken falling wall.there little service hotel limited dealings front-desk not impressed, think interrupted text-messaging time not friendly despite hotel company screwing treated like nuisance.this hotel fine drunk college kids looking place crash mardi gras normal adult looking comfortable night rest fq strongly advise,  ",2
"excellent ritz weekend getaway stay club level tina turner just hall phoenix concert appearance, expected ritz service outstanding greeting valet concierge club, food club services beautifully presented ask did n't find.the rooms touch smallish great furnishings ammenties comfortable bed, turn services provided good attention filling ice buckets replacing towels prepping coffee area, evening departure called ask needed prepare day boarding passes airport transportation, nice touch,  ",5
"enjoyable experience stayed hotel 3 nights recently proved enjoyable experience, arrived cruise ship quite early morning no real expectation able check afternon super efficient club room manager eunice managed room unpacked 11am, book club rom yoo afford staff like personal concierges snacks lovely drink free flowing.one thing noticed relatative youth staff hotel run young people trained acknowledged engaged conversation feel important guests hotel.the hotel excellent restaurants great spa shame no indoor swimming pool little chilly there.the hotel situated mongkok interesting areas kowloon situated markets station.all wonderful stay hotel aware no1 tripadvisor rating clearly wishes hold position, fully deserves remain,  ",5
"definitely stay stayed hotel nights november 2007 definitely stay, room looked like recently redecorated stylish immaculately clean bathroom saw rest hotel, location wise n't beaten literally minute away metro arc d'triomphe lots shops cafes locally,  ",4
"rip resturant average hotel rip resturantbooked rooms june view, service adequate nothing shout, restuarant absolute rip pay view city eiffel tower, later discovered charged extra bottles wine did n't, exceptional little resturant near forget jazz,  ",2
"donatello dream stayed hotel 2 nights apprehensive location hotel, hotel brilliant, clean spacious stocked mini bar cheap uk standards large windows opening square, minor complaint observation hotel 10 mins walk train station not square advert said.the staff friendly helpful booked tickets galleries arrived, breakfast best european country cold ham cheese aswell lots bread croissants usual jam tea coffee, definitely hotel great,  ",5
"stay, stayed flight cancelled stranded 3 days.. amazing hotel stayed in.the beach road breakfast morning massive selections different foods vegemite, room service hrc..they recording studio hotel make cd maybe not cup tea karaoke enthusiasts great afternoon spent away heat.it near shops tourist vendors sell day trips.the pool swum believed beach volleyball swim bar spas bungalows jump pool- apparently biggest pool bali..we paid 120 usd night 2 people incl breakfastdefinitely stay,  ",5
"not time not love pulitzer everytime good deal stay travel amsterdam, nice get-away tourists come amsterdam indulge green not afford it.everytime different rooms different arrangements, past time traveling older relatives willing accomodate inability deal stairs gave room right near elevators recognizing return guests gave wonderful canal-view room certainly trip little romantic, kids did not lovely room enjoyed it.the property provides lovely place meet guests family netherlands, located just steps tramline short walk central areas favorite restaurants, times try in-house restaurant, love cookies room check-in, race room try steal person cookie time tolerant atmosphere amsterdam usually makes winning party relent share.as mentioned nice not smell aroma weed hotel guests enjoy nightlife amsterdam sleepily wander rooms problems unruly bothersome guests.this past time drove amsterdam parked car hotel garage, did not realize printed ticket hour car, eeek, little delay return home just wanted really love sticking schedule,  ",5
"dreams like nightmare, just returned 10 night stay dreams 5-15, dreams does not live 5 star rating problems room initally moved little no hassle, hotel grounds pool lovely nicely maintained, weather lovely, beach not good left main area..it strewn debris cleaned regular basis, know hotel does n't beach guests use it.the disappointing issue food dreadful bring plenty immodium..we went 2 packets, world cafe buffet restaurant poor not decor food quality temperature didnt hot meal, came dead fly chicken caesar salad..no orange juice morning..its order told, shrimp caesar salad seafood restaurant contained salad prawn, tried restaurants story.i on..the food horrendous, exception lobster good..it grilled n't wrong.the drinks selection hit miss constant issue moan guests shortage long waiting times did n't really affect dont drink like glass wine dinner house selection appalling purchased wine required usually 40 bottle, went nice 15 lb lobster decent meal staff hardworking friendly standard service fell 5 star rating, entertainment team vast array activities day nightly shows bit tacky side..we issues telephone calls room..6am alarm didnt request come reception second night vacation settle no did bottle house wine compensation inconvenience, good weather best feature holiday..no complaints far main issue bad management, solution management shake new chefs staff training programme refurbishment programme.unfortunately wont return happen,  ",2
"uuforgettable memory just amazing memory pen.hotel especially fantastic harbour view no reason upgrade room service make warm, equipments new, showerrooms comfortable 5 star hotels, offer special presents couple spends honeymoon hotel, make honeymoon memory sweeter,  ",5
"concrete bed, visited paradisius puerto rico 1 week convention feb 2004. resort beautiful extremely kept, week ruined poor quality beds extremely hard, staying 100 guests lousy beds topic conversation meals, asked different room beds staff told beds complain manager, said beds biggest complaint annoyed hear, encouraged write parent company did recieved no response, left message manager night contacted, suggest price resort stay,  ",3
"worst hotel stay room small open door bed barely room walk bed, bump people room, no air cond, room, told woman reception people san fran n't use air cond, late n't hotel stayed night, book nights decided check day early, paid nights not problem did n't ask money second night really upset asked pay extra 56 wanted check early, got paid room rent check wanted 56 wanted check early saying standard charge, ended staying near hotel second night come nob hill check morning, experience san fran partly spoiled experience nob hill hotel pls warned,  ",1
"noisy wife booked nights hotel did not enjoy experience, clean friendly noise level resulted no sleep, rooms floor right hand building avoided, recycling trash bins outside windows collected early hours morning, windows did not lock properly provided no barrier outside noises, plus location excellent,  ",2
"ok went check friends stayed entire stay barcelona, did n't mind hotel respite stay sparse felt kind cell-like shower cleaner n't felt like bad experience went check, catch flight madrid needed check 4:00 a.m order, desk clerks night left said no problem arranged cab come pick, quite surprised taken aback went check credit card new desk clerk not arranged cab looked quite shady demanded pay cash did n't know work credit card machine, wanted hundreds dollars atm dark, bank let, livid say, explained reserved credit card charge later n't work time, not handing cash guy, kept arguing n't let talk manager, felt like scam, luckily cab driver able help guy work machine meter running ended paying taxi missed flight, worried flight card charged times individual information, unsettling, luckily charged worry caused n't worth,  ",2
"great place luxurious night afford great, got deal 395/night==415 javits tax, night arrive early ask late check, wonderful deli madison reuben outfit great breakfasts fresh soups walk,  ",5
"special honeymoon location great place, stunning decor rooms spec level not seen, really different feel, staff feel special, arrived early flight uk staff allowed room freshen rest room free, location 5mins central quay cbd, great breakfasts taken great location, good bars restaurants site, easy walk hotel.large freshly cooked cookies provided night, honeymoon booked large room just nice different, tempted book hotel harbour glad booked,  ",5
"beautiful majextic colonial time caribbean, met son girl friends family, place gorgeous clean friendly staff great food drinks love, told sick food water day experienced little upset stomach happen, wish knew little spanish staff knew english, best relaxing vacation, booked all-inclusive cheapcaribbean, hated leave majestic colonial, went week august 2006. barb,  ",4
"theft room hotel staff stayed hotel beginning september, evening checking returned money stolen room.our room door n't forced entry staff, reported girl reception did n't overly interested eventually agreed check cameras floor, giving day investigate n't bothered look luckily receptionist effort filled report, checkout sure contact details assured kept loop, not heard, sent numerous emails apsis not recieved single reply.in conclusion apsis condone theft staff,  ",1
"disappointed extremely disappointed stay jayakarta, fifth stay fact definitely, lasted 8 days 11 booked wished changed hotels sooner fully booked bali really busy again.the grounds pool area hotel probably best bali rooms need upgrade.i no problems cleanliness bed bugs reading reviews fact hotel ran beach towels 3 days running fact people hogged sun lounges day no policing hotel staff bug hell, 8 days partner did not score sun lounge, people obviously leaving towels lounges 7am earlier leaving day, day obviously complained sign erected towel counter towels left unattended sun lounges hour collected.the breakfasts pretty basic hotel ate road tekor bali everyday fantastic beachside eatery.but main complaint unfortunate attraction yobby noisey heavy drinking guests hotel, security called nights screaming fights final straw leave group boys staying room door playing somekind ball sport walls.i not drinking getting bit merry crowd top.my partner managed room bali niksoma door jayakarta like oasis comparison time jayakarta.i think staff jayakarta tougher problem guests heard similar complaints staying wishing move.susan atkinssydney australia,  ",1
"disappointed sixth avenue inn nice place stay changes, staff hotel nice tried helpful, not stay sixth avenue inn nor recommend stay, significant changes need, assigned smoking room room, not told room smoking room making reservation, bed like marble slab, pillows lumpy spotted/dirty small, no extra blankets pillows room, mistook bath towel hand towel towels small, towels towels 1 person use, requested ironing board cover board dirty totally grossed, towel cover use, hotel continuously understaffed, hostess busboy running frantically restaurant sad watch try care guests, maid service did n't come room late afternoon, arriving shampoo bottle room opened looked like shampoo missing, usually hotel problems just, bad nice hotel,  ",2
"problems start beware hotel, choices resort punta cana pick hotel, day place aggravation, important ask copy receipt ask sign hotel bars restaurants, tried cheat checking day, desk reception area not properly trained took 2 hours charge removed, actually explaining situation bottle wine said order not receipt signed, finally kept pushing waitress buffet come tell happened confirmed signed no charges receipt bottle wine, got waitress said fraud illegal doing, did not apologize accused ordering bottle wine not kind service expect vacation, n't pay, 3 al carte meals deceiving, tell reserve guest services n't reservations available song dance n't food staff, no problem taking money right away, allotted 3 al carte meals stay 7 days, fail tell check, food better restaurants buffet reservations, food just edible nothing fancy amazing, plenty tables restaurant grill near rooms passed 7 pm 8:15pm told day totally booked, big problem ask extra towels room flood ceiling leaking arrived repairman used towels clean not extra towels, actually asked maid day towels said permission, got extra towel day guest services actually called room basically scold asking towels, heard hotel doing, excuse booked n't anymore towels, believe recommend hotel, waiters waitresses friendly upper management care comfort guests, tell problems guest services manager helena no help, just excuses things not, save annoyances resort book treated respect able enjoy yourself.the resort look pretty definitely no substance, ca n't believe unrelaxed vacation, expect fun sun, no reason paying good money kind treatment,  ",1
"good no paradisus good all-inclusive drawbacks, spent nights wife one-year old child paradisus punta cana may.overall good experience think make unforgettable place.the good excellent location landscaping beach pool bar staff courtesy baby speak spanish bad room a/c not strong bathtub not flush arrival no soap toiletries pillow covers food good best good restaurant vento evening restaurant reservations impossible make unless week before.i did not hotels area 40 jammed near liked place overall not impressed,  ",3
"amazing, stayed 4 days silken diagonal, great tripadvisor reviews book hotel, excellent choice.we arrived 9am hotel got room asking.the hotel not city centre, metro right corner takes placa catalunya 10 min.we room 907 excellent view city.the staff friendly professnional helpful, barcelona,  ",5
"excellent experience hotel des grandes hommes stayed nights hotel des grands hommes pleased overall service cleanliness hospitality, hotel staff extremely welcoming anxious, hotel excellent location,  ",4
"westin times square cheats customer starwood points booked room 7 nights using hotels.com spent 3200, westin refused points starwoods reservations using hotels.com not directly westin, speacilly unpleasant paid commison hotels.com not westin,  ",2
"beware budget means dirty no hot water unfriendly staff money saved not worth, hotel lobby dirty room dirty, staff unfriendly, no telephones ca n't reached hotel, worst hot water slightly warm, case day hours not temporary thing, no lamps rooms, end table, ripped stained chairs, cieling lights stained dirt, filthy, n't waste money, wish n't,  ",1
"worst hampton america hilton hhonors diamond member 100 stays year hilton hotels hotel worst hotel stayed place like 1960 beds horrible staff attitude conflictive hotel priced 59 night not 189, disgrace conrad hilton pool carpet paint beds dilapidated, family decided days time point advised hotel insulting saying guess time home puerto rico expensive responded no moving real hotel like embassy suites arrived embassy suites hotel manager personally took care gave diamond member treatment, difference 20 family able recuperate dreadful mistake staying worst hampton america, hotel probably ok flying crew night not families, kids wonderful time embassy suites cascading waterfall water toys pass hours breakfast food far superior served hampton, hampton cafeteria area serving food closed 9p.m. disappointment, no stays hampton inns puerto rico nor,  ",1
"peculiar smell business couple days vacation tacked staff really helpful friendly location fantastic shopping ferry hong kong island, feel mean saying floor 17th floor business suites sure smells peculiar musty dampness maybe dry rot hits second step elevator, room not bad far away lobby, colleague change rooms concerned getting lung infections room just not slept, maybe depends hotel asked staff smell said high tea, yeah dont think, request lower floor travelling soon verified problem fixed,  ",3
"fantastic hotel friendly staff stayed 4 adults 3 teens hotel des grands hommes 6 nights april 16-22, 3 rooms 32 33 53, rooms decorated beautifully small, rooms quiet comfortable, staff pleasant helpful, short fantastic hotel fantastic area, agree previous reviewers regard location nightlife, stay,  ",5
"bad hotel good location clearly not 3 star hotel, staff unpleasant decoration inexistant rooms tiny beds soft no air conditioning rooms just rooftop finish breakfast mediocre no croissants pancakes bread no choice fruit juices, good point location right dam place,  ",1
"not pet friendly travel work 300 nights year travel small dog, residence inn hotels allow pets small fee, great room floor view empire state building, till knocked door middle night asked, upset fact work hours waited till middle night dog, stay dog beware treated differently platium member, not pet friendly like advertise,  ",2
"excellent base wife just returned week vacation stayed swissotel merchant court twice 3 days cruise singapore.just left uk travel agent informed just received notice construction work started year ago going close, complained informed issued tickets hotel vouchers, got verbal apology not impressed, stayed merchant court years ago location river convenient decided stick arrangements, reading recent reviews hotel opinion bit harsh, yes hotel not best town bit spruce, sure new owners, ideal touring base sited clark quay restaurants night life nearby river walks boat trips hand, yes big construction site close work did not disturb, construction site fairly new mrt station, mrt tourist card gives cheap train bus travel island, room 12th floor, clean comfortable bit plain, rooms 11th 12th maybe 10th floors use executive club, club reception facility club room breakfast complimentary afternoon drinks tea nibbles, items laundry free day plus perks, staff hotel friendly efficient, eddie executive club deserves special mention, really went way guests looked after.all feel staff location make hotel happily use,  ",4
"loved park plaza staff fantastic room comfortable breakfast lovely lovely breakfast room hotel restaurant exceptional, clean really nice stay, ca n't say bad time park plaza prenzlauer berg berlin, fantastic location tram right outside door close main train line,  ",4
"love melia stayed melia caribe tropical honeymoon, best hotel world, travelled know lot hotels special not new marriage, staff lovely good tip day maid simmilar care room specially, beach big clean, lot hotels punta cana bad beaches, important know, food excelent, hotels food tastes cocoa not place, good resort good fun pub music actuations,  ",5
"clean hot disappointing food overall place great value, place no value food comfortable did problem ants bathroom.hotel grounds-the bahia maintained clean, constantly people cleaning doing, clearly managements main focus.beach- blue blue water, no peace quiet, need quiet place dont resort beucase none, constant music makes great party atmosphere, better laying beach pool, cool body water hide cool breeze makes heat bearable unlike pool pool- bathtub, not refreshing does pool bar, early becuase chair problem beach pool huts mark territory early.drinks-they ok long know not drink hotel room water dont drinks containing coconut ask double want, beer ok like drink glass beer avoid allowing boil sun moments having served you.service-they wonderful service staff nice, disappointed n't drink waitresses pool pool bar pretty good.restaurants/food- short food not good, snack bar serves hot n't including cheese mayonaise, n't expect ice thing cold whatsoever, think sublimates exposed ambient air, breakfast omlettes safe becuase prepared lunch, suggestion fruit feeling ca n't cook probably safe, did fry pineapples rolling dice buffet week long, not tell travel agent expect allowed 3 reservations, ther rest week resigned buffet, restaurants n't great, french consistently good food, calling guest services asking cancellations, bring long pants, important point agent left caused big problems, not let dinner, overall- nice place giving lot ambiance money leaves lot desired respect food,  ",3
"pretty average not star arrived sydney short notice nye hotels, amora jamison not choice, star cbd thought do.apon arriving knew immeadiatekly n't expect.no bell boy service, carry bags room, asked desk said oh bags help, wife traveling month lot luggage not just night bags, bad start straight away.no room rooms smaller, not clean, plenty scuff marks stains carpet.dusty too.the television small wardrobe right bed making awkward watch.also bathroom ordinary towels small light ragged round years, arrrghhhh.this just things mentioned, just not expect star hotel.perhaps star hotel n't trying hard, rates nye jan 1st world not,  ",2
"good not great stay ritz carltons time travel, agree reviewers particular property not par ritz hotels despite 700 p/night small umimpressively appointed room, staff accomodating not nearly consistently cutomer-service oriented staff typical ritz pretty low-maintenacce guests, stay enjoyable consider trying hotel visit san juan,  ",4
"great new orleans travel agent stay hotels year, winner category price range, staff friendly helpful, corner room living room dressing area bath bedroom plenty windows, perks drury offers add value, free breakfast bountiful far superior offered free hotels, free afternoon snacks drinks fun way wind going town night, adjacent parking free cost savings large city, did n't walk french quarter long direct right hotel street bourbon street, hotel nicely located french quarter action riverwalk, writing directly management make couple suggestions improvement, available guest laundry great idea offers just machine hotel, running forth room try machine available use, hard someplace sit eat breakfast groups people just sat tables n't chatting reading finishing, rude guest fault drury, way politely suggest people vacate tables finished.all-in-all successful hotel useful friendly perks, remember low price room value apparent,  ",5
"nice read reviews left expecting terrible service pricey did not thought service good slow slow maryland compared new jersey, service pool not great not big deal, service food italian restaurant good, thought nice accommodating, concierge desk not friendliest did help asked, desk did upgrade ocean view room asked.. n't think enjoyed city town not nice did manage good restaurants eat not walk, nice time,  ",3
"bad bad bad experience pretty bad experience staying adam__Ç_é_ mark dallas week really bad experience, avoid place future, totally hyped restaurant unsatisfying, setting nice service fine food really expensive served, don__Ç_é_ view way better places, no service bad, no water pressure bathroom, breakfast order came wrong 6:00am bad way start day, hurts really bad mattress, 60 degrees room 5:00am staff turned heating guess, room not got adams__Ç mark hotel 6:30pm, providing management team feedback using web site basically reimbursed night really did not care, wonder place business, folks obviously don__Ç_é_ understand lifetime value, stay hotels dallas pretty frequently 50 years live not mentioning people going mention, adam__Ç_é_ marks math going cost versus just getting right place fixing, actually told going write did not care fix anymore,  ",1
"phony fee visited seattle week, stayed days inn nights, according homepage days inn-downtown seattle offers parking fee 5.00 night charged 10.00 night total 20.00, certainly dispute charges,  ",1
"fine, stayed 2 nights jan 1st 2nd.the hotel fully booked regular rooms checked upgraded executive floor just room not service.the hotel just big shopping center ok food subway station n't convenient do.the room clean service ok definitely not write way need good hotel hk mongkok region good price wanted extend stay gave ridiculous offer switched hotels,  ",4
"quiet close amsterdam nice places hotel located quiet place, rooms large terrace fridge.the bus stop not far rich amsterdam central station easily.if teapot mentionned room description n't miss ask welcome desk breakfast correct access difficult peak hours,  ",4
"bellow average self favor n't sunscape n't want sick diarrhea disappointed bad food bad beach, small cheep poor mens resort thieves/staff robbing room,  ",1
"shame flight path stayed mo week february whilst boat president weekend food drink fair consequently hotel busy, no doubt mo luxurious careful not end room overlooking bridge road did initially changed day checking, hotel 3 sections curve section looks bridge ask centre section section overlooking pool, reception staff vary desire accommodate disappointments n't succeed try, particular concern major flight path right hotel quite bad certain times day expensive breakfast terrace marred experience sessions pool, ca n't believe no commented, regarding spa paid useless pilates session like previous reviewer teacher sweet girl did not like complain thought mo spa ensure staff excellent field, final negative comment beach bounds times not stay private parties time taken set parties did not bother sure people mind features attracted hotel.despite comments family did enjoy stay,  ",4
"poor service impressions n't great, arrival young lady desk borderline rude not quite inviting expect hotel staff, early flight arrived check asked store bags return later afternoon, returned retrieve bags missing coincidentally bag camera equipment realised left storage room hotel not liable stolen damaged, explaining happened young guy counter quite unfazed unapologetic, blank reaction recieved quite obvious n't prepared pretend accidently removed, doubt said manager.i thought okay fault leaving storage end matter.so went counter minus bag preceeded check, young guy handed key card promptly disappeard leaving wonder room, overall hotel resonably comfortable.the service unfortunately incredibly bad, staff members apart nice lad standoffish not helpful like, times called house keeping phone just ring, days items missing minibar course got charged, beds blanket just thrown over.my stay hotel happened enjoyable staff friendly polite,  ",2
"stay away, worst resort, stayed 11 days 11 days long, 8, got food poisoning staff rude, resort dirty food bad peope unaccomadating service none, stay, spend money sick treated like poop,  ",1
"excellent location stayed beginning 9 friends, thought location hotel excellent close main attractions easy walk, situated right flower market, room average sized clean did job small balcony nice view, staff friendly helpful no complaints, quite good value money, friends fabulous weekend amsterdam jolly carlton served,  ",3
"worst service, worst experience long time, desk staff rude disrepectful, wait hours room readied bags.this definitely not star resort, not place stay phoenix,  ",1
"not better choice paris semi-disastrous stay la defense wife moved splendid etoile based reviews, n't better choice.a couple things aware like european rooms bed twins pushed bit low not uncomfortable, pillows bit flat got couple ac does n't work brought fan.having said room 505 floor balconies 6th floor, balcony gave wonderful view white noise traffic night breezes great sleeping, closing double-doors eliminated loudest noises step door elevator metro/rer station charles gaulle etoile, rer train metro lines making extremely convenient.less 50 meters away convenience store water sodas fruit snacks highly convenient.the service just superb, staff incredibly gracious accommodating, asked ac explained did n't work fan room came, concierge bellman desk people wonderful.the room spacious nice size bathroom tub/shower adjustable spray head hand held incredible water pressure scalding heat needed, closet spacious plenty room luggage, flat screen tv news channels english n't in-room movies did n't miss them.there in-room wired internet 14 euros day, orange france hot-spot 98 signal use subscriber plans like t-mobile.for price location convenience just ca n't better,  ",5
"great place stay wonderful stay hotel, beautiful place attentive needed gave upgrade emailed say looking evening respite busy times husband, wonderful place classy great experience,  ",5
